;d;d;d;d;d;;;renewable;renewable;renewable;renewable;renewable;;;
h8003;67903;57651;55937;72553;71914;;h8003;0,062920127;0,107384256;0,105473274;0,338648887;0,302659998;;;
h8004;69171;58208;58669;74157;72496;;h8004;0,079148544;0,110120828;0,109029471;0,341298372;0,318610749;;;
h8005;68239;57151;58469;73290;71723;;h8005;0,0890833;0,10641225;0,112681046;0,336857687;0,318784001;;;
h8006;67115;55572;56559;73493;71769;;h8006;0,086842626;0,097738964;0,106345292;0,322217108;0,310109842;;;
h8007;65679;54243;55327;71947;71560;;h8007;0,068785422;0,074919249;0,092297631;0,295784459;0,279929313;;;
h8008;65544;54159;55291;71389;71467;;h8008;0,041090022;0,052308889;0,084149715;0,271963977;0,250545744;;;
h8009;67511;55940;57435;72119;72377;;h8009;0,029293528;0,042738366;0,087229027;0,252521986;0,24381201;;;
h8010;70162;58601;60426;73980;74444;;h8010;0,030496244;0,043830004;0,096466966;0,247061311;0,259046651;;;
h8011;69057;58283;61172;73250;73804;;h8011;0,034516278;0,044009451;0,103865491;0,249673479;0,272606521;;;
h8012;66738;56440;60015;71765;72514;;h8012;0,038124423;0,051217251;0,106576922;0,260358489;0,277076427;;;
h8013;62773;53298;57633;68128;67887;;h8013;0,04132068;0,055269769;0,107121933;0,273120794;0,276614422;;;
h8014;59764;51246;56134;64264;63864;;h8014;0,041831422;0,053370618;0,107939449;0,289092334;0,275990714;;;
h8015;57648;50687;55729;60790;60911;;h8015;0,04402267;0,056570762;0,109846988;0,297737365;0,27410804;;;
h8016;53385;47647;52185;55080;57031;;h8016;0,044731119;0,064900108;0,115010968;0,308907492;0,278936001;;;
h8017;49520;44609;49306;50875;53699;;h8017;0,045885007;0,075485241;0,120747419;0,31587126;0,279510562;;;
h8018;47029;42258;47704;48387;51439;;h8018;0,05000247;0,08433771;0,131138834;0,316617148;0,279221979;;;
h8019;45801;40896;47266;47553;50351;;h8019;0,054877547;0,09084248;0,143763789;0,309083676;0,281888491;;;
h8020;45138;40506;47735;48521;50763;;h8020;0,054383451;0,09923139;0,145575137;0,297634291;0,287394667;;;
h8021;45032;40616;49520;50552;51964;;h8021;0,054729318;0,111283907;0,146787242;0,285177957;0,291965832;;;
h8022;44387;40342;53603;54376;54978;;h8022;0,055289293;0,122140144;0,14714134;0,267475541;0,297979915;;;
h8023;44554;39861;63229;62836;63369;;h8023;0,055536341;0,13012531;0,143518645;0,253713902;0,310088884;;;
h8024;47946;42381;71293;69493;70772;;h8024;0,060213779;0,144899363;0,14761801;0,237503263;0,314660048;;;
h8025;51671;45397;74013;71910;72897;;h8025;0,066175865;0,163008045;0,1603383;0,231797218;0,317407365;;;
h8026;54831;48746;74724;71491;73188;;h8026;0,080290528;0,186963543;0,179091875;0,229124451;0,321666859;;;
h8027;56690;51336;75814;72341;73621;;h8027;0,100021411;0,219457487;0,189973579;0,237329223;0,335068683;;;
h8028;57252;53855;76857;73530;73818;;h8028;0,113757267;0,250456082;0,191825784;0,245297796;0,351287083;;;
h8029;56967;53862;76489;73006;73525;;h8029;0,118006489;0,258545922;0,177253289;0,234507279;0,359748355;;;
h8030;55247;52198;76120;72438;73110;;h8030;0,10568704;0,248003708;0,1658132;0,209470295;0,360556389;;;
h8031;54283;50629;75382;71360;72476;;h8031;0,084128004;0,216691091;0,153542342;0,177185763;0,351806534;;;
h8032;54194;50582;75238;70561;71947;;h8032;0,060246718;0,183718635;0,146460382;0,150520257;0,341163569;;;
h8033;56796;52329;76352;71390;73183;;h8033;0,0589456;0,165221162;0,139310326;0,135813826;0,34164839;;;
h8034;60002;55546;78000;73415;74698;;h8034;0,070573316;0,157729461;0,14537085;0,136074887;0,345850167;;;
h8035;59878;56209;77080;72487;74214;;h8035;0,087685492;0,144690014;0,141462152;0,144304521;0,355558121;;;
h8036;57697;55161;75049;70672;72727;;h8036;0,094256963;0,128719682;0,130253589;0,159147698;0,358790257;;;
h8037;53720;53265;70852;67118;68853;;h8037;0,096908609;0,112166163;0,118513878;0,171405129;0,360233176;;;
h8038;51359;51841;67173;63541;65317;;h8038;0,100746084;0,097496785;0,109824858;0,184060367;0,359667552;;;
h8039;50737;51553;63801;59384;62167;;h8039;0,100828434;0,08061429;0,097322474;0,189032956;0,350444419;;;
h8040;47921;47844;58805;54332;57460;;h8040;0,096562742;0,068158029;0,089096505;0,18332691;0,348874524;;;
h8041;44765;44556;55184;50960;53846;;h8041;0,086433783;0,061258352;0,08212613;0,197278827;0,339621988;;;
h8042;42135;43084;53066;48815;51776;;h8042;0,081361069;0,055249114;0,077197473;0,203006958;0,334083356;;;
h8043;40603;42532;52140;48337;50435;;h8043;0,08007642;0,046280102;0,073848165;0,204498012;0,325890797;;;
h8044;39819;43217;52248;48828;50739;;h8044;0,076304824;0,037804386;0,069790872;0,207927435;0,314675067;;;
h8045;39618;44859;53733;50547;52410;;h8045;0,071825024;0,033544105;0,064834985;0,216699801;0,298324564;;;
h8046;39056;48271;57279;54087;55173;;h8046;0,065006506;0,026817346;0,058449515;0,214985089;0,281904828;;;
h8047;38238;56852;65688;62280;63145;;h8047;0,061663126;0,02360345;0,053970156;0,210201292;0,255088618;;;
h8048;40149;64292;72684;69036;69698;;h8048;0,061646656;0,02351376;0,053561704;0,197514911;0,218764424;;;
h8049;43419;66298;74839;71249;71737;;h8049;0,057660952;0,029971449;0,053452783;0,194135189;0,188717345;;;
h8050;47046;65850;75000;71311;71210;;h8050;0,06115256;0,061960925;0,055072977;0,191277336;0,176947752;;;
h8051;49703;66261;75813;72416;70854;;h8051;0,061630186;0,112008012;0,059960789;0,196993042;0,178424721;;;
h8052;53118;66897;76755;73107;70784;;h8052;0,066900539;0,158557185;0,057932142;0,197900099;0,179647835;;;
h8053;53100;66982;76406;71862;68022;;h8053;0,065813528;0,178378702;0,052241041;0,189053181;0,175966953;;;
h8054;51500;66782;76137;70661;68670;;h8054;0,061300789;0,159797898;0,042002505;0,17958499;0,151781593;;;
h8055;50361;66166;75644;69726;67114;;h8055;0,045868538;0,117867767;0,02924518;0,171197813;0,111141881;;;
h8056;50646;65786;75730;69482;65897;;h8056;0,036645421;0,062020718;0,020681298;0,159828529;0,073467645;;;
h8057;52834;67189;76701;70698;67546;;h8057;0,034224352;0,032781739;0,01633809;0,155193837;0,066082803;;;
h8058;56832;69757;78453;72870;69487;;h8058;0,031737405;0,036578621;0,016161094;0,160387674;0,075994646;;;
h8059;57394;69332;77439;71909;68465;;h8059;0,027059967;0,047804834;0,013955451;0,166824056;0,081267885;;;
h8060;55995;68063;75295;70129;66946;;h8060;0,02337072;0,055533133;0,012471408;0,173943837;0,082848703;;;
h8061;53219;64259;71381;66176;63242;;h8061;0,023420129;0,058208888;0,010538068;0,171620278;0,079213976;;;
h8062;51690;60919;67321;62530;59821;;h8062;0,01997793;0,050674918;0,009489707;0,166960736;0,073548417;;;
h8063;51697;57820;63749;59428;57372;;h8063;0,022613107;0,045218769;0,010265766;0,163059145;0,070259854;;;
h8064;48313;53308;59102;54139;53755;;h8064;0,023090732;0,047610506;0,009857314;0,158971173;0,064467368;;;
h8065;45100;49710;55495;50087;50424;;h8065;0,022322825;0,044501562;0,010843832;0,161964394;0,055197877;;;
h8066;43371;47783;53313;47870;48318;;h8066;0,025351881;0,042050838;0,013020762;0,159641211;0,047582785;;;
h8067;42907;47172;52330;46981;47119;;h8067;0,028957116;0,039869095;0,012544559;0,154224591;0,042806046;;;
h8068;43423;47385;52559;47664;46399;;h8068;0,035311548;0,031485826;0,013592207;0,149789423;0,04033691;;;
h8069;45017;48373;53911;49243;46522;;h8069;0,040991028;0,026778643;0,014408555;0,144447343;0,039183108;;;
h8070;49151;51050;57382;52635;46594;;h8070;0,04690098;0,024746335;0,014218074;0,137192054;0,037233183;;;
h8071;59073;58835;65895;61648;47081;;h8071;0,054506544;0,022788745;0,013197638;0,13985067;0,034844814;;;
h8072;67302;65906;73214;68427;50553;;h8072;0,063758334;0,024148598;0,013660236;0,138608326;0,032156456;;;
h8073;69262;67527;75576;69985;53846;;h8073;0,070557248;0,037283881;0,015116058;0,140956356;0,039321565;;;
h8074;69218;66917;75770;69644;56650;;h8074;0,087941394;0,081187705;0,018272606;0,154460636;0,073935618;;;
h8075;70229;67270;76719;70745;58172;;h8075;0,114462096;0,128483689;0,024490462;0,180139888;0,116787816;;;
h8076;71442;68106;77600;71379;58790;;h8076;0,135863034;0,156457807;0,028055185;0,196998497;0,144340602;;;
h8077;71448;67476;77154;70136;57999;;h8077;0,141756523;0,15925223;0,028354513;0,199073211;0,151171109;;;
h8078;71254;66876;76883;69501;56075;;h8078;0,132916289;0,134939255;0,025470081;0,184177506;0,133944848;;;
h8079;70282;66260;76363;68556;54759;;h8079;0,110395917;0,093441325;0,020381507;0,156535351;0,092869505;;;
h8080;70143;66289;76199;68259;54661;;h8080;0,107054079;0,04853629;0,013578601;0,12706695;0,044952117;;;
h8081;71137;67847;77366;69840;57359;;h8081;0,112766483;0,025478564;0,013102397;0,12750177;0,029018115;;;
h8082;72989;70364;79120;72473;60781;;h8082;0,125623508;0,026136075;0,014286103;0,144820046;0,037037037;;;
h8083;71678;69699;77705;71204;60730;;h8083;0,140620627;0,033592851;0,016190917;0,157926776;0,04423676;;;
h8084;69443;68193;75633;69726;59024;;h8084;0,145822701;0,03810577;0,019660399;0,166349869;0,048886581;;;
h8085;65225;64422;71454;65807;55558;;h8085;0,154399539;0,039525396;0,02076247;0,170747767;0,047617399;;;
h8086;61199;61341;67787;62080;53169;;h8086;0,164128735;0,043410691;0,02160603;0,176189234;0,04702896;;;
h8087;57866;58391;64364;58731;52441;;h8087;0,175158449;0,045517715;0,020653623;0,181344962;0,04702896;;;
h8088;52917;54060;59564;54043;49697;;h8088;0,172261091;0,047176437;0,018735204;0,182624576;0,049878851;;;
h8089;48980;50684;55966;50758;46966;;h8089;0,187023843;0,0479092;0,018489063;0,200171363;0,04907119;;;
h8090;46561;48769;53599;49234;44816;;h8090;0,195646093;0,055182198;0,019032859;0,217506302;0,04802123;;;
h8091;45695;47791;52653;48971;43665;;h8091;0,196435917;0,059961171;0,021847003;0,238864537;0,046786662;;;
h8092;46236;48389;52781;49479;43094;;h8092;0,195695457;0,06932497;0,023627935;0,262594529;0,045840545;;;
h8093;47601;49599;54040;50941;42778;;h8093;0,194658812;0,079345878;0,023410416;0,280848369;0,045713626;;;
h8094;50489;52766;57474;54381;42278;;h8094;0,188537673;0,093652927;0,027842354;0,299822429;0,044652129;;;
h8095;58644;60437;65803;63253;41622;;h8095;0,180919158;0,103778375;0,031295458;0,323241981;0,042402215;;;
h8096;66505;67348;73156;70316;43674;;h8096;0,170305892;0,114142772;0,034694183;0,326905167;0,039183108;;;
h8097;68685;68825;75329;73075;47039;;h8097;0,168018693;0,127583632;0,0405128;0,330692528;0,047467405;;;
h8098;68524;69241;75521;73527;50928;;h8098;0,181857075;0,156108124;0,047908425;0,330618023;0,080904581;;;
h8099;68864;70306;76229;73690;53197;;h8099;0,20087868;0,183781362;0,056187718;0,32427264;0,115749394;;;
h8100;69756;71160;77087;73673;55706;;h8100;0,215852434;0,205660096;0,059056242;0,330928462;0,141652244;;;
h8101;69658;71132;76426;71957;55384;;h8101;0,223635496;0,212977897;0,059232976;0,321627696;0,143982924;;;
h8102;70025;70717;75952;70124;52989;;h8102;0,220788837;0,200492832;0,054841823;0,299350561;0,126583593;;;
h8103;68901;69752;75428;68452;51644;;h8103;0,189228769;0,184453405;0,047704501;0,268107934;0,090654206;;;
h8104;69041;69393;75317;67884;51372;;h8104;0,142020305;0,16427718;0,04253844;0,236753548;0,051701858;;;
h8105;69684;70532;76440;68568;53754;;h8105;0,18866931;0,161051374;0,043109425;0,217853994;0,042056075;;;
h8106;70765;71685;77950;70640;57919;;h8106;0,190446415;0,163157109;0,044686434;0,220933554;0,054817122;;;
h8107;69408;70646;76979;69326;59161;;h8107;0,191828608;0,160483871;0,043476488;0,234332121;0,061947617;;;
h8108;67611;68945;74911;67865;57875;;h8108;0,183206358;0,165203106;0,040621559;0,248314314;0,064047537;;;
h8109;63468;65353;70805;64116;55778;;h8109;0,183041811;0,158856033;0,036801392;0,251418708;0,06495904;;;
h8110;58931;62159;67130;60382;54210;;h8110;0,174205651;0,162425329;0,033892084;0,249804423;0,064439829;;;
h8111;55767;59720;63898;57782;54325;;h8111;0,158869893;0,168100358;0,030017537;0,246327501;0,061820699;;;
h8112;51024;55111;59047;53076;51425;;h8112;0,142234216;0,168204898;0,02627894;0,247407831;0,060897658;;;
h8113;48098;51470;55165;49697;48791;;h8113;0,121639851;0,168846487;0,022900038;0,251698062;0,058581315;;;
h8114;46202;49572;53006;47916;47066;;h8114;0,103740993;0,172728359;0,019221372;0,255385991;0,053483276;;;
h8115;45649;48803;51935;46508;46430;;h8115;0,092587109;0,174803667;0,016723679;0,259123589;0,049896194;;;
h8116;46144;49527;52177;46352;46696;;h8116;0,086582437;0,182209084;0,014253136;0,258837992;0,047485582;;;
h8117;47493;50944;53579;46817;47968;;h8117;0,08222288;0,190599898;0,012393441;0,266909217;0,043690888;;;
h8118;50958;53874;56822;46758;52128;;h8118;0,070707071;0,199453552;0,010384427;0,275849652;0,041926182;;;
h8119;59510;61748;65026;48505;61390;;h8119;0,062678906;0,215115411;0,0087012;0,292873729;0,040426759;;;
h8120;67026;68786;72392;52720;68674;;h8120;0,058615471;0,23886948;0,008375414;0,302931717;0,037508651;;;
h8121;69298;70747;74799;56342;70917;;h8121;0,055654262;0,267460957;0,011646848;0,3207505;0,04266436;;;
h8122;69227;70977;75009;58820;70818;;h8122;0,065919784;0,31308788;0,017850356;0,353991531;0,069365629;;;
h8123;69621;71919;75738;60217;71090;;h8123;0,082519001;0,359356804;0,028899929;0,380837669;0,101257209;;;
h8124;70217;73173;76312;61441;71304;;h8124;0,092932583;0,391740572;0,035239181;0,403958626;0,121141869;;;
h8125;69905;72660;75656;60549;70698;;h8125;0,096124108;0,406879871;0,037872618;0,405734295;0,121141869;;;
h8126;69640;72888;74440;58594;70054;;h8126;0,095679926;0,406700708;0,037451811;0,392075298;0,102387543;;;
h8127;69111;72595;73219;56861;69356;;h8127;0,081926759;0,397936636;0,031954173;0,35581687;0,07171857;;;
h8128;69474;72930;72802;56728;69297;;h8128;0,063402757;0,385036878;0,026999511;0,320179305;0,039861592;;;
h8129;71345;74342;74316;59587;70802;;h8129;0,061839897;0,387425722;0,029320736;0,312095663;0,031822376;;;
h8130;73554;75623;75617;62793;73033;;h8130;0,069177113;0,388799307;0,034234674;0,319161089;0,03988466;;;
h8131;72876;74252;73926;62399;72397;;h8131;0,078768137;0,385245902;0,037411088;0,317906945;0,044821223;;;
h8132;71004;71923;71559;60802;71029;;h8132;0,085710525;0,373973544;0,040125971;0,315796009;0,048627451;;;
h8133;67440;67920;67737;57326;67198;;h8133;0,096403777;0,359491176;0,040967584;0,315808426;0,051522491;;;
h8134;63702;64947;64368;55002;63762;;h8134;0,105945448;0,358804384;0,041863496;0,317012902;0,053690888;;;
h8135;60507;62381;61944;53905;60497;;h8135;0,11578324;0,343918899;0,038361297;0,321532788;0,055963091;;;
h8136;55645;57501;57698;50178;56509;;h8136;0,128960616;0,329421601;0,035714286;0,328151193;0,0583391;;;
h8137;51856;53800;53932;46862;54126;;h8137;0,14960863;0,325282501;0,033036987;0,329007984;0,060235267;;;
h8138;49855;51840;51336;44181;52202;;h8138;0,155281852;0,330118971;0,029725144;0,325456645;0,061031023;;;
h8139;48613;50803;49775;43013;51343;;h8139;0,153127672;0,327237987;0,029304377;0,323122198;0,058736017;;;
h8140;48551;51513;49373;42827;51408;;h8140;0,148967309;0,334209073;0,026874788;0,323904486;0,055737516;;;
h8141;49473;52976;49456;43062;52388;;h8141;0,137982635;0,334462838;0,027974211;0,323134616;0,052335371;;;
h8142;51749;55331;49465;42594;55365;;h8142;0,140136815;0,33183562;0,027254835;0,322687594;0,048494983;;;
h8143;59347;62162;50493;42301;63373;;h8143;0,137637308;0,335059933;0,028204954;0,328734804;0,045888594;;;
h8144;66538;68554;53985;44878;70481;;h8144;0,133592054;0,327432043;0,029507974;0,330113121;0,043524392;;;
h8145;68027;70898;57871;48240;72049;;h8145;0,123626916;0,340224806;0,029711571;0,341027902;0,043801176;;;
h8146;67791;71828;60949;51819;72292;;h8146;0,122821154;0,372557508;0,035724466;0,371375709;0,060569715;;;
h8147;68018;72671;62743;53878;73054;;h8147;0,126290864;0,395575525;0,042321004;0,407274037;0,084188675;;;
h8148;68518;73376;63679;56063;73631;;h8148;0,142060777;0,415637922;0,048523923;0,43595793;0,098581478;;;
h8149;68286;72162;62794;55682;72897;;h8149;0,149444189;0,421489454;0,049433322;0,435299815;0,099342636;;;
h8150;68170;71287;60980;53711;72010;;h8150;0,150315727;0,424848114;0,037950458;0,410601865;0,08403875;;;
h8151;67584;70385;59798;52247;71141;;h8151;0,131043215;0,400770253;0,024675942;0,373710156;0,055645254;;;
h8152;67978;69663;59693;51856;70789;;h8152;0,105012169;0,380170471;0,013383101;0,332087467;0,029408373;;;
h8153;69918;71040;61832;54424;72465;;h8153;0,096822995;0,368019585;0,011808619;0,316069189;0,018117864;;;
h8154;72473;72681;64288;58501;74204;;h8154;0,103943301;0,361765013;0,015568375;0,317757938;0,02083958;;;
h8155;72100;71501;63599;59695;72822;;h8155;0,111984477;0,364705707;0,018608755;0,314815045;0,0234921;;;
h8156;70436;68950;61684;58451;71766;;h8156;0,108531211;0,364451941;0,021907024;0,297939975;0,028727944;;;
h8157;67030;64700;58424;56108;67965;;h8157;0,106656581;0,3483453;0,024255175;0,283858791;0,035486103;;;
h8158;63050;62111;56309;54021;64585;;h8158;0,11163915;0,343613321;0,025571768;0,265133548;0,048425787;;;
h8159;60102;60337;55018;53269;61630;;h8159;0,106640137;0,331537072;0,026739057;0,238635094;0,059750894;;;
h8160;55966;56120;51648;49219;57326;;h8160;0,109896073;0,319684734;0,02910078;0,203643227;0,065805559;;;
h8161;52610;52605;48006;45900;54634;;h8161;0,105245859;0,312659532;0,032912595;0,184244501;0,069617845;;;
h8162;50695;50405;45717;44000;52718;;h8162;0,105114383;0,303986984;0,036237785;0,165921843;0,072142487;;;
h8163;49584;48954;44701;43284;51214;;h8163;0,111852485;0,293045542;0,038463626;0,144197825;0,072984034;;;
h8164;49405;48391;44534;43766;51664;;h8164;0,116536287;0,283581867;0,042318132;0,125800685;0,079462793;;;
h8165;50002;47892;44601;45486;53153;;h8165;0,117358007;0,266520383;0,045371878;0,10638562;0,088443138;;;
h8166;52859;47173;44410;49799;56133;;h8166;0,121828162;0,248906602;0,052836591;0,090049158;0,09502565;;;
h8167;60712;47689;43839;59186;64218;;h8167;0,127974625;0,237338229;0,058577633;0,074072695;0,102011643;;;
h8168;68304;51074;45871;66506;71185;;h8168;0,124605575;0,220411088;0,069747557;0,062540345;0,114957634;;;
h8169;70327;54232;49093;68696;73405;;h8169;0,124786353;0,203812339;0,079885993;0,060678286;0,129240878;;;
h8170;70118;57011;52828;68663;73383;;h8170;0,141549435;0,201692714;0,103406623;0,080229902;0,155997464;;;
h8171;71055;59070;55629;68663;74226;;h8171;0,14859979;0,212246056;0,129953855;0,103493222;0,181382212;;;
h8172;71650;60032;58396;69751;74456;;h8172;0,139297923;0,213514845;0,154818132;0,122300015;0,19405153;;;
h8173;71079;59500;57992;69418;74162;;h8173;0,131409414;0,198438643;0,170616178;0,123442078;0,198005649;;;
h8174;69691;57622;56403;68684;73637;;h8174;0,114202603;0,177555864;0,176669381;0,105417349;0,187653467;;;
h8175;68363;56220;55545;67758;72213;;h8175;0,091966868;0,147358679;0,175067861;0,074829932;0,177347398;;;
h8176;67845;55544;55577;67499;71791;;h8176;0,080742177;0,120206589;0,17512215;0,037613586;0,167756067;;;
h8177;69685;57101;58089;69723;73205;;h8177;0,075631081;0,101712119;0,180320304;0,022444014;0,179226468;;;
h8178;71987;59125;61276;72626;75377;;h8178;0,073313831;0,092770887;0,191408795;0,027508814;0,194235979;;;
h8179;70892;58655;62025;71747;74484;;h8179;0,066263476;0,084964101;0,19803203;0,032511545;0,210928584;;;
h8180;68694;56620;60907;70106;73176;;h8180;0,059492506;0,076605018;0,200298588;0,03902875;0,225211828;;;
h8181;65094;53150;58465;65947;69479;;h8181;0,052080594;0,069678922;0,192521716;0,046998361;0,235321921;;;
h8182;61992;51171;56853;62559;66230;;h8182;0,045128846;0,065200842;0,189413681;0,055414867;0,240244394;;;
h8183;60379;50365;56448;59324;62934;;h8183;0,038653694;0,0606332;0,180266015;0,062130692;0,238157819;;;
h8184;56412;47135;53012;54284;58493;;h8184;0,031849855;0,057319421;0,173113464;0,070559611;0,243760447;;;
