;d;renewable
h1150;65106;0.052098578
h1151;61965;0.055464497
h1152;57262;0.053532752
h1153;53796;0.05554174
h1154;51898;0.053537732
h1155;51399;0.056199991
h1156;51912;0.056243875
h1157;53325;0.053581616
h1158;56640;0.055644135
h1159;64889;0.061305092
h1160;70970;0.073109723
h1161;72808;0.100361307
h1162;72934;0.14048535
h1163;73613;0.177040212
h1164;74434;0.197972588
h1165;73578;0.19835291
h1166;73124;0.183900648
h1167;71786;0.144888317
h1168;70810;0.104778901
h1169;69544;0.073577813
h1170;71415;0.064333046
h1171;75139;0.068531223
h1172;73833;0.074396969
h1173;69383;0.071266621
h1174;65751;0.071851733
h1175;62429;0.072232055
h1176;57498;0.071924872
h1177;53820;0.074886325
h1178;51703;0.075529628
h1179;50679;0.067736889
h1180;51276;0.065690016
h1181;52782;0.066552627
h1182;56326;0.068672603
h1183;64580;0.069681419
h1184;71134;0.073731304
h1185;73134;0.083877948
h1186;73483;0.096977938
h1187;74455;0.125926576
h1188;75428;0.152287381
h1189;74630;0.173706449
h1190;73963;0.161893065
h1191;72642;0.13412869
h1192;71659;0.105837975
h1193;70414;0.075266459
h1194;72038;0.058496718
h1195;75281;0.055587233
h1196;73910;0.059695601
h1197;69514;0.061932541
h1198;65646;0.066611109
h1199;62759;0.066669591
h1200;57581;0.063964794
h1201;53585;0.06449161
h1202;51517;0.066698825
h1203;50451;0.064637783
h1204;50917;0.065193241
h1205;52337;0.066421096
h1206;55860;0.064535462
h1207;64229;0.064608548
h1208;70395;0.071961059
h1209;71974;0.096839736
h1210;72098;0.147401041
h1211;72579;0.201631293
h1212;73153;0.255189148
h1213;72098;0.289452143
h1214;71616;0.284438403
h1215;70598;0.255729989
h1216;69728;0.211249488
h1217;68756;0.158685611
h1218;70690;0.129100158
h1219;74621;0.140750161
h1220;73391;0.165643454
h1221;69263;0.180099982
h1222;65347;0.184587499
h1223;62266;0.180903935
h1224;57357;0.177337309
h1225;53100;0.173420034
h1226;50829;0.158486155
h1227;50019;0.148841967
h1228;50404;0.141126616
h1229;52244;0.124599985
h1230;55506;0.114780449
h1231;63914;0.10488785
h1232;69856;0.101161686
h1233;71882;0.110016804
h1234;72437;0.12857456
h1235;73287;0.156864178
h1236;73955;0.186264338
h1237;73080;0.210228684
h1238;71764;0.214656243
h1239;70167;0.199678527
h1240;69078;0.165953094
h1241;68028;0.133937313
h1242;69151;0.105925331
h1243;72581;0.106904362
h1244;71209;0.11958793
h1245;66677;0.117995178
h1246;63133;0.126762621
h1247;60979;0.131730839
h1248;56700;0.136173011
h1249;53113;0.137187861
h1250;50907;0.136004325
h1251;49595;0.139306536
h1252;49525;0.141381376
h1253;49757;0.148643317
h1254;49701;0.15808238
h1255;50511;0.171101273
h1256;53301;0.179692865
h1257;56747;0.206373559
h1258;59813;0.261853621
h1259;61530;0.318195766
h1260;62656;0.346512953
h1261;61488;0.336854717
h1262;59412;0.300398895
h1263;57504;0.24827949
h1264;56696;0.194830433
h1265;56123;0.13755315
h1266;58563;0.094609799
h1267;63016;0.083066673
h1268;61349;0.085799033
h1269;57409;0.08991949
h1270;54723;0.091351422
h1271;53709;0.088253773
h1272;50050;0.086631891
h1273;46874;0.086607156
h1274;44538;0.084707876
h1275;43471;0.085511418
h1276;43339;0.091311526
h1277;43562;0.091501454
h1278;43424;0.095519161
h1279;42718;0.103934431
h1280;44130;0.117813783
h1281;47812;0.153388753
h1282;51296;0.215831227
h1283;53711;0.284760472
h1284;55926;0.347275995
h1285;55003;0.375604482
h1286;52481;0.36176896
h1287;50245;0.327289728
h1288;49214;0.266337458
h1289;49171;0.174689906
h1290;52342;0.111341622
h1291;59157;0.110786448
h1292;59319;0.125688489
h1293;56646;0.129413999
h1294;54806;0.133855392
h1295;54676;0.129180242
h1296;51318;0.125834587
h1297;48391;0.126630347
h1298;46975;0.119444404
h1299;46490;0.11605591
h1300;47305;0.116625528
h1301;49364;0.123986738
h1302;53765;0.134517359
h1303;62853;0.15039362
h1304;68542;0.167759651
h1305;70491;0.2179152
h1306;70682;0.279682183
h1307;71180;0.345100559
h1308;72062;0.412928856
h1309;71288;0.432485723
h1310;70405;0.419924927
h1311;69064;0.371916398
h1312;67787;0.303620722
h1313;66147;0.202506317
h1314;67570;0.138592315
h1315;72940;0.153154074
h1316;72687;0.171367228
h1317;68557;0.171454861
h1318;64824;0.165232886
h1319;61097;0.154410154
h1320;56233;0.145880497
h1321;52775;0.132093376
h1322;50678;0.122545513
h1323;50128;0.113479422
h1324;50735;0.112150897
h1325;52646;0.111946509
h1326;56228;0.112165496
h1327;64617;0.115567105
h1328;69868;0.126662482
h1329;71374;0.178547966
h1330;71334;0.230769231
h1331;71859;0.275165336
h1332;72567;0.306144795
h1333;72038;0.306626568
h1334;71242;0.291020045
h1335;70117;0.26049316
h1336;69346;0.200329941
h1337;68376;0.131509409
h1338;69793;0.09857366
h1339;73843;0.105114093
h1340;73060;0.109479247
h1341;68700;0.112355286
h1342;64670;0.101055521
h1343;60873;0.09287998
h1344;56282;0.085463597
h1345;52551;0.084094557
h1346;50447;0.076900627
h1347;49589;0.069765066
h1348;50141;0.064380563
h1349;51950;0.055537721
h1350;55699;0.052312856
h1351;64108;0.051247629
h1352;69785;0.051670801
h1353;71724;0.077236247
h1354;71746;0.116518313
h1355;72407;0.151991828
h1356;73140;0.182110025
h1357;72423;0.194119364
h1358;72030;0.18031519
h1359;70572;0.147876842
h1360;69529;0.102436889
h1361;68208;0.052181526
h1362;69418;0.018502845
h1363;73521;0.014679702
h1364;73128;0.018444477
h1365;68807;0.021786079
h1366;65118;0.02579892
h1367;61728;0.027739676
h1368;56843;0.030453816
h1369;52977;0.029036869
h1370;51001;0.027855559
h1371;50269;0.027024268
h1372;50984;0.026338817
h1373;52499;0.027695135
h1374;55957;0.033105822
h1375;64075;0.040149924
h1376;69548;0.051394236
h1377;71560;0.074874577
h1378;71789;0.107119939
h1379;72407;0.150522109
h1380;73012;0.199349551
h1381;72111;0.231099055
h1382;71097;0.231142807
h1383;70005;0.215508692
h1384;68885;0.172544044
h1385;68073;0.126283398
h1386;69365;0.089706569
h1387;73055;0.088335667
h1388;72561;0.094985999
h1389;68322;0.097450706
h1390;64991;0.083887528
h1391;61703;0.072453623
h1392;56859;0.064053203
h1393;53332;0.059385745
h1394;51286;0.055466519
h1395;50560;0.051605571
h1396;50823;0.046841308
h1397;52509;0.04335917
h1398;55543;0.038259805
h1399;62979;0.037982983
h1400;68398;0.042484993
h1401;70702;0.063100997
h1402;70925;0.099102512
h1403;72048;0.136094761
h1404;72487;0.15949356
h1405;71440;0.168949239
h1406;69704;0.165263127
h1407;68433;0.147692173
h1408;66995;0.109913165
h1409;66112;0.0629553
h1410;66956;0.02524914
h1411;70770;0.019931231
h1412;70108;0.026851798
h1413;65808;0.031557783
h1414;62345;0.031863745
h1415;60023;0.030858442
h1416;55748;0.029867708
h1417;52014;0.025757201
h1418;49724;0.021678006
h1419;48553;0.019259626
h1420;48250;0.018239828
h1421;48711;0.016928658
h1422;48720;0.019638409
h1423;49464;0.021590595
h1424;52042;0.034498332
h1425;55927;0.074416165
h1426;59080;0.122652642
h1427;60593;0.163546568
h1428;61310;0.191474483
h1429;60113;0.193776314
h1430;58378;0.17540537
h1431;56484;0.13947932
h1432;55659;0.092947364
h1433;55472;0.052505063
h1434;57414;0.034265235
h1435;61803;0.041374689
h1436;61028;0.048892062
h1437;56982;0.049940997
h1438;54392;0.043399717
h1439;53390;0.04176804
h1440;50280;0.040806515
h1441;47094;0.040236583
h1442;44771;0.036958802
h1443;43502;0.032413612
h1444;43306;0.033273119
h1445;43673;0.033535342
h1446;43390;0.032224229
h1447;42735;0.032719538
h1448;44229;0.041941029
h1449;48102;0.059815862
h1450;51658;0.08219218
h1451;54033;0.120010489
h1452;56126;0.154405338
h1453;54970;0.173416468
h1454;52539;0.196273527
h1455;50290;0.17297943
h1456;49403;0.134694948
h1457;49484;0.089330459
h1458;51848;0.047695356
h1459;57655;0.045335353
h1460;58385;0.056421537
h1461;55870;0.065963522
h1462;54510;0.072329701
h1463;54738;0.082978847
h1464;51546;0.093540586
h1465;48619;0.113258944
h1466;47010;0.124359049
h1467;46266;0.12559725
h1468;46777;0.129107913
h1469;48348;0.132283533
h1470;52229;0.143063163
h1471;59320;0.152750262
h1472;63931;0.163180282
h1473;67003;0.195286097
h1474;68239;0.237559725
h1475;69249;0.284407412
h1476;70431;0.339281552
h1477;69773;0.357199044
h1478;68952;0.328370819
h1479;67104;0.272054539
h1480;66084;0.203531057
h1481;65049;0.132574875
h1482;66136;0.083207085
h1483;70021;0.068159305
h1484;70102;0.066338422
h1485;66143;0.057700151
h1486;62880;0.053053257
h1487;60127;0.044677194
h1488;55747;0.035718448
h1489;52440;0.029043347
h1490;50431;0.02444069
h1491;49502;0.021731531
h1492;50063;0.019838033
h1493;51678;0.017726055
h1494;55003;0.015337334
h1495;61832;0.015949079
h1496;66596;0.020449779
h1497;69350;0.052770333
h1498;69998;0.09662666
h1499;70928;0.142289093
h1500;72044;0.173590072
h1501;71113;0.181251457
h1502;69596;0.16384584
h1503;68123;0.127636332
h1504;67035;0.089081799
h1505;66347;0.05048357
h1506;67604;0.021017828
h1507;71460;0.012671871
h1508;71784;0.011841645
h1509;67678;0.012701002
h1510;63927;0.011506642
h1511;60852;0.010050105
h1512;56161;0.00984619
h1513;52773;0.008518136
h1514;50632;0.006989239
h1515;49797;0.007571676
h1516;50340;0.008081308
h1517;52137;0.008634623
h1518;55716;0.009508278
h1519;63367;0.009581082
h1520;68369;0.018841825
h1521;71087;0.052069834
h1522;71677;0.097922157
h1523;72317;0.144939354
h1524;73350;0.182812295
h1525;72834;0.192786522
h1526;71636;0.174396086
h1527;70347;0.145813009
h1528;69499;0.111070664
h1529;68197;0.066528823
h1530;68622;0.029689707
h1531;72389;0.016978028
h1532;72956;0.016963467
h1533;68547;0.013658139
h1534;64841;0.011342953
h1535;61842;0.00891128
h1536;57123;0.009610204
h1537;53322;0.008850588
h1538;51306;0.009039828
h1539;50728;0.012504367
h1540;51318;0.016827763
h1541;52852;0.01749738
h1542;56333;0.020699895
h1543;63748;0.023640387
h1544;68728;0.039027018
h1545;70990;0.074167346
h1546;71163;0.125625946
h1547;72022;0.177215558
h1548;73139;0.216635612
h1549;71986;0.235603237
h1550;70951;0.229169093
h1551;69263;0.202631885
h1552;68094;0.155584022
h1553;66653;0.095827996
h1554;67189;0.04336497
h1555;71592;0.030977058
h1556;73057;0.041851054
h1557;68616;0.055301619
h1558;64873;0.064618027
h1559;61559;0.074152789
h1560;56904;0.079218586
h1561;53409;0.081752037
h1562;51462;0.081548312
h1563;50753;0.081955763
h1564;51342;0.082188591
h1565;52808;0.0818539
h1566;56273;0.082479627
h1567;63574;0.082232247
h1568;68425;0.098908615
h1569;70648;0.146565774
h1570;70886;0.20507858
h1571;71398;0.261568685
h1572;71719;0.314973807
h1573;70375;0.338809662
h1574;68908;0.341239814
h1575;66991;0.3
h1576;65631;0.223661234
h1577;64782;0.139144354
h1578;66155;0.076193248
h1579;70356;0.064988359
h1580;70667;0.073646682
h1581;65798;0.073457509
h1582;61717;0.068015134
h1583;58777;0.067171129
h1584;54315;0.064042491
h1585;51137;0.060311963
h1586;48678;0.058551349
h1587;47386;0.053604167
h1588;47253;0.049704624
h1589;47754;0.0490353
h1590;48208;0.045193959
h1591;49062;0.040144923
h1592;52220;0.058522248
h1593;56161;0.117350057
h1594;58626;0.18883683
h1595;59718;0.253281145
h1596;59909;0.29482292
h1597;58340;0.306361493
h1598;56102;0.295666851
h1599;54119;0.261982365
h1600;52961;0.205468091
h1601;52595;0.132366208
h1602;54216;0.070410034
h1603;58872;0.071181212
h1604;60125;0.118877863
h1605;56386;0.147455112
h1606;53657;0.164071821
h1607;52589;0.164057271
h1608;48886;0.166254402
h1609;45339;0.15914911
h1610;43131;0.158683506
h1611;42226;0.153649168
h1612;42075;0.148614829
h1613;42635;0.141863578
h1614;42662;0.13285706
h1615;41863;0.129423234
h1616;43571;0.15260156
h1617;47312;0.202915842
h1618;50264;0.257245955
h1619;52136;0.313802235
h1620;53690;0.357176115
h1621;52455;0.375087301
h1622;50056;0.37108602
h1623;47974;0.333663136
h1624;46558;0.266325224
h1625;46572;0.177409498
h1626;49129;0.106826912
h1627;54960;0.097907694
h1628;57796;0.123384938
h1629;54995;0.13425387
h1630;52847;0.141994529
h1631;52115;0.141543476
h1632;48616;0.132827959
h1633;45858;0.126305682
h1634;44381;0.115307399
h1635;43855;0.101195845
h1636;44669;0.098446274
h1637;47083;0.09325264
h1638;52120;0.08861183
h1639;61250;0.083709157
h1640;66373;0.101617737
h1641;68671;0.161191772
h1642;68815;0.221158602
h1643;69540;0.276455527
h1644;70583;0.314207571
h1645;69816;0.325976898
h1646;68918;0.311763508
h1647;67607;0.274360616
h1648;66592;0.208618232
h1649;65176;0.130189997
h1650;65788;0.060083215
h1651;69851;0.043745817
h1652;72104;0.055413309
h1653;67531;0.067502691
h1654;63214;0.084712968
h1655;59531;0.092350665
h1656;54578;0.087811691
h1657;51184;0.088690442
h1658;49391;0.084094479
h1659;48741;0.083585433
h1660;49480;0.080720228
h1661;51356;0.080851126
h1662;55423;0.074989819
h1663;63111;0.075222526
h1664;67991;0.09817325
h1665;70217;0.151812205
h1666;70276;0.209319914
h1667;70851;0.263147943
h1668;71832;0.308991215
h1669;70812;0.337948688
h1670;70137;0.341672
h1671;68633;0.311885508
h1672;67476;0.251119902
h1673;65910;0.171446856
h1674;66588;0.094420851
h1675;70413;0.079164
h1676;72702;0.092253767
h1677;68317;0.102027459
h1678;64166;0.108455989
h1679;60310;0.097358776
h1680;55306;0.088835883
h1681;51673;0.076590856
h1682;49770;0.069901698
h1683;49080;0.064695789
h1684;49880;0.058195672
h1685;51682;0.052189972
h1686;55489;0.043421359
h1687;63110;0.04148732
h1688;67926;0.069130991
h1689;69947;0.13638611
h1690;70053;0.20912343
h1691;70656;0.275869591
h1692;71541;0.318258492
h1693;70579;0.333978013
h1694;69895;0.320643322
h1695;68319;0.276262215
h1696;67014;0.20736389
h1697;65396;0.123880293
h1698;66128;0.046693229
h1699;69697;0.018206142
h1700;72159;0.023848302
h1701;67970;0.025506049
h1702;63835;0.027512797
h1703;59980;0.027076547
h1704;54850;0.023339344
h1705;51375;0.021428156
h1706;49420;0.017590277
h1707;48697;0.013636099
h1708;49683;0.011048439
h1709;51592;0.008722452
h1710;55392;0.008606152
h1711;62808;0.009870908
h1712;67657;0.041751468
h1713;69615;0.117898471
h1714;69705;0.201822992
h1715;70492;0.267372216
h1716;71266;0.303308717
h1717;70501;0.315810897
h1718;69848;0.302160261
h1719;68217;0.263083677
h1720;66779;0.200863523
h1721;65317;0.120195383
h1722;65746;0.046461592
h1723;69427;0.019392917
h1724;71653;0.02523696
h1725;67473;0.029481886
h1726;63398;0.033755888
h1727;59560;0.038538699
h1728;54790;0.036459848
h1729;50997;0.032876473
h1730;49100;0.029940555
h1731;48503;0.028080171
h1732;49209;0.026103513
h1733;51118;0.028748746
h1734;54890;0.025754691
h1735;62266;0.023647225
h1736;67364;0.048646135
h1737;69740;0.110649245
h1738;69811;0.18060259
h1739;70546;0.24086159
h1740;71076;0.27738616
h1741;70087;0.298155604
h1742;68474;0.296324288
h1743;66450;0.267720884
h1744;64844;0.213464529
h1745;63692;0.1416508
h1746;64422;0.08429865
h1747;67531;0.076595497
h1748;69582;0.111913725
h1749;65274;0.164949203
h1750;61486;0.215266776
h1751;58424;0.256936471
h1752;54030;0.292676191
h1753;50125;0.297112296
h1754;47951;0.308244561
h1755;46626;0.310133849
h1756;46565;0.308128297
h1757;47142;0.313054978
h1758;47496;0.316353965
h1759;48901;0.321556773
h1760;52127;0.325814937
h1761;56370;0.357961895
h1762;59820;0.405964336
h1763;61502;0.43453618
h1764;62394;0.441730006
h1765;60957;0.432399831
h1766;58980;0.423432981
h1767;57164;0.403130404
h1768;56463;0.363048438
h1769;55885;0.323794852
h1770;57186;0.283364095
h1771;60568;0.25439986
h1772;60984;0.249938235
h1773;56877;0.265808252
h1774;53950;0.285689372
h1775;52554;0.304640381
h1776;49211;0.323402462
h1777;45541;0.346130931
h1778;43448;0.355300443
h1779;42528;0.35883165
h1780;42373;0.355416697
h1781;42640;0.355649204
h1782;42509;0.35272833
h1783;42198;0.346392502
h1784;44397;0.350737485
h1785;48266;0.357567391
h1786;51768;0.365995786
h1787;54226;0.381152365
h1788;56754;0.399375136
h1789;55856;0.413369178
h1790;53547;0.412758846
h1791;51519;0.406713653
h1792;50557;0.389217467
h1793;50344;0.361272978
h1794;52179;0.329332268
h1795;55947;0.295371649
h1796;58583;0.293162828
h1797;56016;0.297173581
h1798;53949;0.288251108
h1799;53250;0.279503015
h1800;49658;0.285955097
h1801;46803;0.287445158
h1802;44844;0.279760002
h1803;44327;0.271551849
h1804;45055;0.266176599
h1805;47213;0.254583491
h1806;51883;0.250864398
h1807;60746;0.257692419
h1808;66309;0.269619665
h1809;69243;0.310268181
h1810;70135;0.360185374
h1811;71341;0.407705494
h1812;72569;0.435061162
h1813;71865;0.440915826
h1814;71351;0.430121742
h1815;70099;0.399337537
h1816;68781;0.349696371
h1817;67093;0.2824331
h1818;67388;0.206525845
h1819;69862;0.160618299
h1820;71762;0.137635471
h1821;67417;0.130168231
h1822;63372;0.124081123
h1823;59649;0.121524247
h1824;54639;0.116221635
h1825;51099;0.117768385
h1826;49109;0.113599721
h1827;48137;0.106191991
h1828;48818;0.102981975
h1829;50697;0.101311604
h1830;54734;0.101413279
h1831;62264;0.104114921
h1832;67262;0.124449867
h1833;69694;0.164437085
h1834;70226;0.22057606
h1835;71665;0.272517321
h1836;73053;0.300695746
h1837;72185;0.311255392
h1838;71792;0.30448676
h1839;70883;0.27274972
h1840;69899;0.218397316
h1841;68446;0.17929612
h1842;68901;0.146295409
h1843;71180;0.13274362
h1844;72402;0.134152541
h1845;68042;0.152337792
h1846;64083;0.160094122
h1847;59938;0.167356602
h1848;54758;0.183087135
h1849;50764;0.195350053
h1850;48853;0.21152757
h1851;48007;0.206314169
h1852;48426;0.207025748
h1853;50325;0.216929757
h1854;54400;0.219572763
h1855;62393;0.217481593
h1856;67753;0.229854344
h1857;70498;0.267858439
h1858;71076;0.302522473
h1859;72211;0.337956173
h1860;73419;0.380912273
h1861;72282;0.399805405
h1862;71350;0.425451271
h1863;70041;0.427455309
h1864;68797;0.400139411
h1865;67232;0.349922307
h1866;67152;0.279316304
h1867;69470;0.232076211
h1868;72190;0.238451373
h1869;68118;0.253016947
h1870;64055;0.266580503
h1871;60341;0.270341703
h1872;55115;0.264155327
h1873;51258;0.251825718
h1874;49028;0.235608403
h1875;48188;0.21851997
h1876;49007;0.203014069
h1877;50876;0.188698695
h1878;55076;0.181366784
h1879;62239;0.171029516
h1880;66955;0.195174006
h1881;69243;0.255789306
h1882;69310;0.329108411
h1883;70123;0.394776195
h1884;71166;0.432698869
h1885;70182;0.445170376
h1886;69476;0.43779491
h1887;68003;0.405316724
h1888;66662;0.354269205
h1889;65274;0.285204059
h1890;65107;0.215804986
h1891;67993;0.215790467
h1892;71546;0.255789306
h1893;67272;0.285102429
h1894;63149;0.294641172
h1895;58946;0.294975101
h1896;53728;0.284623314
h1897;49999;0.273937212
h1898;47884;0.255214154
h1899;46840;0.237986038
h1900;47141;0.217942205
h1901;48849;0.204908634
h1902;52912;0.194966545
h1903;60306;0.188769068
h1904;65679;0.208725816
h1905;68295;0.261019754
h1906;68766;0.329656454
h1907;70188;0.395854802
h1908;71428;0.436552054
h1909;70830;0.443692942
h1910;69658;0.437568034
h1911;67746;0.406653217
h1912;66617;0.347363532
h1913;65235;0.27353082
h1914;65564;0.224067113
h1915;67287;0.193558687
h1916;68965;0.163021234
h1917;64476;0.137389512
h1918;60617;0.104950725
h1919;57271;0.077156417
h1920;52903;0.06464535
h1921;49105;0.062509978
h1922;46781;0.06560137
h1923;45791;0.070042525
h1924;45860;0.069302332
h1925;46361;0.072596914
h1926;46818;0.076355931
h1927;47667;0.08544143
h1928;51242;0.113670339
h1929;55342;0.149736579
h1930;58455;0.196412244
